querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
0_5.bin.80.permissive.fa,0_5.bin.80.permissive.fa,1551026,290,0.9994439,0.9994439,0.999813,1551889,1551889,0.999443904,107
0_5.bin.80.permissive.fa,10_15.bin.143.strict.fa,1202849,17516,0.52136344,0.775087,0.9854379,2307122,1551889,0.775087007,107
0_5.bin.80.permissive.fa,15_20.bin.13.permissive.fa,846271,12156,0.5666202,0.5453167,0.9856358,1493542,1551889,0.566620155,107
0_5.bin.80.permissive.fa,20_30.bin.52.strict.fa,526704,8950,0.37940904,0.3393954,0.98300755,1388222,1551889,0.379409057,107
0_5.bin.80.permissive.fa,5_10.bin.33.permissive.fa,885409,12847,0.5544233,0.5705363,0.9854903,1596991,1551889,0.570536295,107
10_15.bin.143.strict.fa,0_5.bin.80.permissive.fa,1203216,17586,0.7753235,0.52152246,0.98538417,1551889,2307122,0.775323493,107
10_15.bin.143.strict.fa,10_15.bin.143.strict.fa,2306694,90,0.9998145,0.9998145,0.99996096,2307122,2307122,0.999814487,107
10_15.bin.143.strict.fa,15_20.bin.13.permissive.fa,1260738,15740,0.8441262,0.54645485,0.9875153,1493542,2307122,0.844126245,107
10_15.bin.143.strict.fa,20_30.bin.52.strict.fa,790253,11936,0.5692555,0.34252763,0.984896,1388222,2307122,0.569255494,107
10_15.bin.143.strict.fa,5_10.bin.33.permissive.fa,1338050,16981,0.83785695,0.579965,0.98730916,1596991,2307122,0.837856945,107
15_20.bin.13.permissive.fa,0_5.bin.80.permissive.fa,846631,12211,0.5455487,0.5668612,0.9855769,1551889,1493542,0.566861193,107
15_20.bin.13.permissive.fa,10_15.bin.143.strict.fa,1260574,15607,0.54638374,0.84401643,0.98761916,2307122,1493542,0.844016439,107
15_20.bin.13.permissive.fa,15_20.bin.13.permissive.fa,1493116,139,0.9997148,0.9997148,0.9999069,1493542,1493542,0.999714772,107
15_20.bin.13.permissive.fa,20_30.bin.52.strict.fa,551026,7848,0.39692932,0.36893907,0.98575747,1388222,1493542,0.39692931,107
15_20.bin.13.permissive.fa,5_10.bin.33.permissive.fa,909590,11613,0.5695649,0.60901535,0.9872327,1596991,1493542,0.609015347,107
20_30.bin.52.strict.fa,0_5.bin.80.permissive.fa,526921,8972,0.33953524,0.37956536,0.9829728,1551889,1388222,0.379565372,107
20_30.bin.52.strict.fa,10_15.bin.143.strict.fa,790309,11905,0.3425519,0.5692958,0.9849363,2307122,1388222,0.569295833,107
20_30.bin.52.strict.fa,15_20.bin.13.permissive.fa,550991,7851,0.36891565,0.3969041,0.98575115,1493542,1388222,0.396904097,107
20_30.bin.52.strict.fa,20_30.bin.52.strict.fa,1387245,200,0.99929625,0.99929625,0.9998558,1388222,1388222,0.999296222,107
20_30.bin.52.strict.fa,5_10.bin.33.permissive.fa,581581,8752,0.364173,0.41893947,0.9849514,1596991,1388222,0.418939478,107
5_10.bin.33.permissive.fa,0_5.bin.80.permissive.fa,885461,12877,0.5705698,0.5544559,0.9854573,1551889,1596991,0.570569802,107
5_10.bin.33.permissive.fa,10_15.bin.143.strict.fa,1338015,16957,0.5799498,0.837835,0.98732674,2307122,1596991,0.837835029,107
5_10.bin.33.permissive.fa,15_20.bin.13.permissive.fa,909914,11656,0.6092323,0.5697678,0.98719,1493542,1596991,0.609232281,107
5_10.bin.33.permissive.fa,20_30.bin.52.strict.fa,581468,8776,0.41885808,0.36410224,0.98490715,1388222,1596991,0.418858079,107
5_10.bin.33.permissive.fa,5_10.bin.33.permissive.fa,1596534,140,0.99971384,0.99971384,0.9999123,1596991,1596991,0.999713837,107
0_5.bin.82.strict.fa,0_5.bin.82.strict.fa,1642934,130,0.9997566,0.9997566,0.99992085,1643334,1643334,0.999756592,145
0_5.bin.86.orig.fa,0_5.bin.86.orig.fa,2953741,0,0.999801,0.999801,1,2954329,2954329,0.99980097,92
0_5.bin.87.strict.fa,0_5.bin.87.strict.fa,4241065,170,0.99985147,0.99985147,0.9999599,4241695,4241695,0.999851474,181
0_5.bin.87.strict.fa,10_15.bin.44.orig.fa,3781940,20865,0.7626486,0.89161056,0.994483,4958955,4241695,0.891610547,181
0_5.bin.87.strict.fa,15_20.bin.42.strict.fa,3794953,18379,0.77097934,0.8946784,0.995157,4922250,4241695,0.894678425,181
0_5.bin.87.strict.fa,20_30.bin.96.orig.fa,3849531,19135,0.7391624,0.90754545,0.9950293,5207964,4241695,0.907545451,181
0_5.bin.87.strict.fa,5_10.bin.73.orig.fa,3845805,21559,0.7507735,0.90666705,0.9943941,5122457,4241695,0.906667028,181
10_15.bin.44.orig.fa,0_5.bin.87.strict.fa,3781325,20572,0.89146554,0.76252455,0.9945596,4241695,4958955,0.891465558,181
10_15.bin.44.orig.fa,10_15.bin.44.orig.fa,4958402,0,0.9998885,0.9998885,1,4958955,4958955,0.999888485,181
10_15.bin.44.orig.fa,15_20.bin.42.strict.fa,4446753,19635,0.90339845,0.8967117,0.9955844,4922250,4958955,0.903398446,181
10_15.bin.44.orig.fa,20_30.bin.96.orig.fa,4558961,20870,0.8753826,0.91933906,0.9954222,5207964,4958955,0.919339054,181
10_15.bin.44.orig.fa,5_10.bin.73.orig.fa,4590971,24171,0.89624393,0.92579406,0.9947351,5122457,4958955,0.925794043,181
15_20.bin.42.strict.fa,0_5.bin.87.strict.fa,3795462,18546,0.8947984,0.77108276,0.9951136,4241695,4922250,0.894798424,181
15_20.bin.42.strict.fa,10_15.bin.44.orig.fa,4447198,19967,0.8968015,0.9034889,0.9955102,4958955,4922250,0.903488852,181
15_20.bin.42.strict.fa,15_20.bin.42.strict.fa,4921886,116,0.99992603,0.99992603,0.99997646,4922250,4922250,0.99992605,181
15_20.bin.42.strict.fa,20_30.bin.96.orig.fa,4541241,18942,0.87198013,0.92259455,0.99582887,5207964,4922250,0.922594545,181
15_20.bin.42.strict.fa,5_10.bin.73.orig.fa,4555436,21921,0.88930684,0.9254784,0.99518794,5122457,4922250,0.925478389,181
20_30.bin.96.orig.fa,0_5.bin.87.strict.fa,3850396,19237,0.90774935,0.73932844,0.9950039,4241695,5207964,0.907749378,181
20_30.bin.96.orig.fa,10_15.bin.44.orig.fa,4559844,21015,0.9195171,0.8755521,0.9953913,4958955,5207964,0.919517116,181
20_30.bin.96.orig.fa,15_20.bin.42.strict.fa,4540360,18795,0.92241555,0.8718109,0.99586046,4922250,5207964,0.922415562,181
20_30.bin.96.orig.fa,20_30.bin.96.orig.fa,5207487,0,0.9999084,0.9999084,1,5207964,5207964,0.99990841,181
20_30.bin.96.orig.fa,5_10.bin.73.orig.fa,4714759,23214,0.9204097,0.90529794,0.9950763,5122457,5207964,0.920409678,181
5_10.bin.73.orig.fa,0_5.bin.87.strict.fa,3845340,21347,0.9065574,0.7506827,0.9944486,4241695,5122457,0.906557402,181
5_10.bin.73.orig.fa,10_15.bin.44.orig.fa,4591327,24023,0.9258658,0.8963134,0.9947677,4958955,5122457,0.925865833,181
5_10.bin.73.orig.fa,15_20.bin.42.strict.fa,4554931,21786,0.9253758,0.88920826,0.995217,4922250,5122457,0.925375794,181
5_10.bin.73.orig.fa,20_30.bin.96.orig.fa,4714904,23046,0.9053258,0.920438,0.9951121,5207964,5122457,0.920437985,181
5_10.bin.73.orig.fa,5_10.bin.73.orig.fa,5121868,0,0.999885,0.999885,1,5122457,5122457,0.999885016,181
0_5.bin.92.strict.fa,0_5.bin.92.strict.fa,4367334,100,0.9996063,0.9996063,0.9999771,4369054,4369054,0.999606322,143
0_5.bin.92.strict.fa,5_10.bin.2.strict.fa,2229879,37000,0.6381636,0.51038027,0.9834072,3494212,4369054,0.638163626,143
5_10.bin.2.strict.fa,0_5.bin.92.strict.fa,2230266,37023,0.51046884,0.6382744,0.98339975,4369054,3494212,0.638274381,143
5_10.bin.2.strict.fa,5_10.bin.2.strict.fa,3492535,230,0.99952006,0.99952006,0.99993414,3494212,3494212,0.999520063,143
0_5.bin.94.strict.fa,0_5.bin.94.strict.fa,1550925,79,0.9997254,0.9997254,0.99994904,1551351,1551351,0.999725401,57
0_5.bin.94.strict.fa,10_15.bin.50.strict.fa,744993,8166,0.4648226,0.48022208,0.9890388,1602747,1551351,0.480222077,57
0_5.bin.94.strict.fa,15_20.bin.88.permissive.fa,658486,5293,0.44781744,0.42445973,0.99196184,1470434,1551351,0.447817447,57
10_15.bin.50.strict.fa,0_5.bin.94.strict.fa,745217,8221,0.48036647,0.46496233,0.9889683,1551351,1602747,0.480366468,57
10_15.bin.50.strict.fa,10_15.bin.50.strict.fa,1601901,66,0.99947214,0.99947214,0.9999588,1602747,1602747,0.999472156,57
10_15.bin.50.strict.fa,15_20.bin.88.permissive.fa,1104044,4559,0.7508287,0.68884486,0.99587065,1470434,1602747,0.750828667,57
15_20.bin.88.permissive.fa,0_5.bin.94.strict.fa,662880,5981,0.42729208,0.4508057,0.9909772,1551351,1470434,0.45080568,57
15_20.bin.88.permissive.fa,10_15.bin.50.strict.fa,1104083,4568,0.6888692,0.7508552,0.9958626,1602747,1470434,0.75085519,57
15_20.bin.88.permissive.fa,15_20.bin.88.permissive.fa,1470138,92,0.9997987,0.9997987,0.9999374,1470434,1470434,0.999798699,57
10_15.bin.102.strict.fa,10_15.bin.102.strict.fa,3952562,100,0.99966234,0.99966234,0.9999747,3953897,3953897,0.999662358,192
10_15.bin.102.strict.fa,15_20.bin.15.orig.fa,2533561,8941,0.7401079,0.6407757,0.996471,3423232,3953897,0.740107886,192
15_20.bin.15.orig.fa,10_15.bin.102.strict.fa,2533428,8861,0.640742,0.74006903,0.99650234,3953897,3423232,0.740069034,192
15_20.bin.15.orig.fa,15_20.bin.15.orig.fa,3422831,0,0.9998829,0.9998829,1,3423232,3423232,0.999882859,192
10_15.bin.113.strict.fa,10_15.bin.113.strict.fa,3935637,120,0.9996962,0.9996962,0.9999695,3936833,3936833,0.999696203,126
10_15.bin.113.strict.fa,15_20.bin.32.strict.fa,3046455,26782,0.47776267,0.77383393,0.9912088,6376503,3936833,0.773833942,126
10_15.bin.113.strict.fa,20_30.bin.74.orig.fa,1889951,19462,0.6635428,0.4800689,0.9897024,2848273,3936833,0.663542785,126
15_20.bin.32.strict.fa,10_15.bin.113.strict.fa,3049046,27166,0.7744921,0.478169,0.99109036,3936833,6376503,0.774492085,126
15_20.bin.32.strict.fa,15_20.bin.32.strict.fa,6376105,185,0.9999376,0.9999376,0.999971,6376503,6376503,0.999937583,126
15_20.bin.32.strict.fa,20_30.bin.74.orig.fa,2738168,12418,0.9613432,0.42941532,0.99546486,2848273,6376503,0.961343242,126
20_30.bin.74.orig.fa,10_15.bin.113.strict.fa,1892415,19969,0.48069477,0.66440785,0.9894479,3936833,2848273,0.664407871,126
20_30.bin.74.orig.fa,15_20.bin.32.strict.fa,2737870,12369,0.4293686,0.9612386,0.99548227,6376503,2848273,0.961238617,126
20_30.bin.74.orig.fa,20_30.bin.74.orig.fa,2847381,0,0.99968684,0.99968684,1,2848273,2848273,0.999686828,126
10_15.bin.121.orig.fa,10_15.bin.121.orig.fa,3405266,0,0.99987227,0.99987227,1,3405701,3405701,0.999872273,179
10_15.bin.122.orig.fa,10_15.bin.122.orig.fa,3647613,0,0.9999304,0.9999304,1,3647867,3647867,0.99993037,173
10_15.bin.122.orig.fa,15_20.bin.12.orig.fa,3536273,10042,0.86828524,0.96940845,0.9971603,4072709,3647867,0.969408424,173
10_15.bin.122.orig.fa,20_30.bin.79.orig.fa,3248430,8937,0.89392066,0.8905012,0.9972488,3633913,3647867,0.893920685,173
10_15.bin.122.orig.fa,30_40.bin.137.orig.fa,3471536,10535,0.88927823,0.9516619,0.99696535,3903768,3647867,0.951661889,173
15_20.bin.12.orig.fa,10_15.bin.122.orig.fa,3539770,10480,0.9703671,0.86914384,0.9970394,3647867,4072709,0.970367067,173
15_20.bin.12.orig.fa,15_20.bin.12.orig.fa,4072429,0,0.9999313,0.9999313,1,4072709,4072709,0.99993125,173
15_20.bin.12.orig.fa,20_30.bin.79.orig.fa,3473391,8003,0.9558267,0.8528454,0.9976959,3633913,4072709,0.95582668,173
15_20.bin.12.orig.fa,30_40.bin.137.orig.fa,3723894,9550,0.953923,0.9143531,0.99743545,3903768,4072709,0.953922979,173
20_30.bin.79.orig.fa,10_15.bin.122.orig.fa,3251822,9391,0.8914311,0.8948541,0.9971121,3647867,3633913,0.894854115,173
20_30.bin.79.orig.fa,15_20.bin.12.orig.fa,3473975,8130,0.8529888,0.9559874,0.99765974,4072709,3633913,0.955987389,173
20_30.bin.79.orig.fa,20_30.bin.79.orig.fa,3633766,0,0.9999595,0.9999595,1,3633913,3633913,0.999959548,173
20_30.bin.79.orig.fa,30_40.bin.137.orig.fa,3417403,7853,0.8754114,0.9404196,0.99770206,3903768,3633913,0.940419597,173
30_40.bin.137.orig.fa,10_15.bin.122.orig.fa,3474353,10876,0.9524341,0.88999987,0.9968696,3647867,3903768,0.952434121,173
30_40.bin.137.orig.fa,15_20.bin.12.orig.fa,3724549,9598,0.9145139,0.9540908,0.99742305,4072709,3903768,0.954090766,173
30_40.bin.137.orig.fa,20_30.bin.79.orig.fa,3416612,7732,0.94020194,0.8752088,0.99773693,3633913,3903768,0.940201926,173
30_40.bin.137.orig.fa,30_40.bin.137.orig.fa,3903550,0,0.99994415,0.99994415,1,3903768,3903768,0.999944157,173
10_15.bin.123.orig.fa,10_15.bin.123.orig.fa,2999418,0,0.9999537,0.9999537,1,2999557,2999557,0.99995366,216
10_15.bin.127.orig.fa,10_15.bin.127.orig.fa,7299249,0,0.9998866,0.9998866,1,7300077,7300077,0.999886577,120
10_15.bin.127.orig.fa,15_20.bin.158.orig.fa,3477528,18591,0.90123737,0.47636867,0.99465394,3858615,7300077,0.901237361,120
15_20.bin.158.orig.fa,10_15.bin.127.orig.fa,3475006,18183,0.4760232,0.90058374,0.9947675,7300077,3858615,0.900583759,120
15_20.bin.158.orig.fa,15_20.bin.158.orig.fa,3858039,0,0.99985075,0.99985075,1,3858615,3858615,0.999850724,120
10_15.bin.128.orig.fa,10_15.bin.128.orig.fa,1517317,0,0.99986094,0.99986094,1,1517528,1517528,0.999860958,157
10_15.bin.128.orig.fa,15_20.bin.79.orig.fa,1276686,8375,0.5897881,0.8412932,0.99344003,2164652,1517528,0.841293208,157
10_15.bin.128.orig.fa,20_30.bin.101.strict.fa,1050981,7351,0.6296674,0.6925612,0.9930056,1669105,1517528,0.692561192,157
10_15.bin.128.orig.fa,30_40.bin.130.strict.fa,1253593,8287,0.61718416,0.8260757,0.9933894,2031149,1517528,0.826075697,157
10_15.bin.128.orig.fa,40_50.bin.116.orig.fa,1168857,8406,0.6117534,0.7702375,0.99280834,1910667,1517528,0.770237518,157
10_15.bin.128.orig.fa,50_60.bin.187.strict.fa,1255519,8654,0.45879027,0.8273449,0.99310726,2736586,1517528,0.827344866,157
10_15.bin.128.orig.fa,5_10.bin.105.orig.fa,1073178,6424,0.64305204,0.70718825,0.994014,1668882,1517528,0.707188269,157
10_15.bin.128.orig.fa,60_80.bin.187.orig.fa,1270403,8464,0.46019974,0.8371529,0.9933376,2760547,1517528,0.837152922,157
15_20.bin.79.orig.fa,10_15.bin.128.orig.fa,1276980,8388,0.84148693,0.5899239,0.9934314,1517528,2164652,0.841486945,157
15_20.bin.79.orig.fa,15_20.bin.79.orig.fa,2164389,0,0.9998785,0.9998785,1,2164652,2164652,0.999878502,157
15_20.bin.79.orig.fa,20_30.bin.101.strict.fa,1460020,10603,0.87473226,0.6744825,0.99273777,1669105,2164652,0.874732267,157
15_20.bin.79.orig.fa,30_40.bin.130.strict.fa,1670225,11558,0.8223055,0.77159053,0.99307996,2031149,2164652,0.822305503,157
15_20.bin.79.orig.fa,40_50.bin.116.orig.fa,1594154,11494,0.8343442,0.73644817,0.9927899,1910667,2164652,0.834344237,157
15_20.bin.79.orig.fa,50_60.bin.187.strict.fa,1632258,11181,0.5964578,0.75405097,0.99315,2736586,2164652,0.754050998,157
15_20.bin.79.orig.fa,5_10.bin.105.orig.fa,1433560,8827,0.85899425,0.66225886,0.9938426,1668882,2164652,0.858994225,157
15_20.bin.79.orig.fa,60_80.bin.187.orig.fa,1655031,11554,0.5995301,0.76457137,0.99301887,2760547,2164652,0.764571395,157
20_30.bin.101.strict.fa,10_15.bin.128.orig.fa,1050813,7342,0.69245046,0.6295667,0.993013,1517528,1669105,0.692450485,157
20_30.bin.101.strict.fa,15_20.bin.79.orig.fa,1460308,10634,0.6746156,0.8749048,0.992718,2164652,1669105,0.874904814,157
20_30.bin.101.strict.fa,20_30.bin.101.strict.fa,1668948,40,0.99990594,0.99990594,0.99997604,1669105,1669105,0.999905938,157
20_30.bin.101.strict.fa,30_40.bin.130.strict.fa,1363583,9311,0.67133576,0.8169546,0.9931717,2031149,1669105,0.816954595,157
20_30.bin.101.strict.fa,40_50.bin.116.orig.fa,1355127,9857,0.7092429,0.8118884,0.99272615,1910667,1669105,0.811888407,157
20_30.bin.101.strict.fa,50_60.bin.187.strict.fa,1384027,9839,0.5057495,0.82920307,0.992891,2736586,1669105,0.829203076,157
20_30.bin.101.strict.fa,5_10.bin.105.orig.fa,1232375,8420,0.73844343,0.7383448,0.99316764,1668882,1669105,0.738443461,157
20_30.bin.101.strict.fa,60_80.bin.187.orig.fa,1401361,10292,0.5076389,0.8395883,0.9926557,2760547,1669105,0.839588282,157
30_40.bin.130.strict.fa,10_15.bin.128.orig.fa,1253564,8286,0.8260566,0.6171699,0.99339,1517528,2031149,0.826056587,157
30_40.bin.130.strict.fa,15_20.bin.79.orig.fa,1670461,11544,0.77169955,0.82242167,0.9930893,2164652,2031149,0.822421693,157
30_40.bin.130.strict.fa,20_30.bin.101.strict.fa,1363577,9319,0.816951,0.67133284,0.9931658,1669105,2031149,0.816951001,157
30_40.bin.130.strict.fa,30_40.bin.130.strict.fa,2030960,30,0.99990696,0.99990696,0.9999852,2031149,2031149,0.999906949,157
30_40.bin.130.strict.fa,40_50.bin.116.orig.fa,1505846,11429,0.7881258,0.74137646,0.99241024,1910667,2031149,0.788125822,157
30_40.bin.130.strict.fa,50_60.bin.187.strict.fa,1596140,11045,0.5832596,0.7858311,0.9930802,2736586,2031149,0.785831074,157
30_40.bin.130.strict.fa,5_10.bin.105.orig.fa,1365650,8736,0.81830233,0.67235345,0.99360305,1668882,2031149,0.818302313,157
30_40.bin.130.strict.fa,60_80.bin.187.orig.fa,1620628,11584,0.5870677,0.7978873,0.99285215,2760547,2031149,0.797887304,157
40_50.bin.116.orig.fa,10_15.bin.128.orig.fa,1168169,8294,0.76978415,0.6113933,0.9929,1517528,1910667,0.769784149,157
40_50.bin.116.orig.fa,15_20.bin.79.orig.fa,1593855,11428,0.73631006,0.83418775,0.99283,2164652,1910667,0.834187747,157
40_50.bin.116.orig.fa,20_30.bin.101.strict.fa,1354507,9753,0.81151694,0.7089184,0.9927996,1669105,1910667,0.811516951,157
40_50.bin.116.orig.fa,30_40.bin.130.strict.fa,1505217,11316,0.74106675,0.7877966,0.9924821,2031149,1910667,0.787796618,157
40_50.bin.116.orig.fa,40_50.bin.116.orig.fa,1910412,0,0.99986655,0.99986655,1,1910667,1910667,0.999866539,157
40_50.bin.116.orig.fa,50_60.bin.187.strict.fa,1550422,11728,0.56655335,0.8114559,0.99243563,2736586,1910667,0.811455895,157
40_50.bin.116.orig.fa,5_10.bin.105.orig.fa,1318415,9147,0.78999895,0.69002867,0.99306214,1668882,1910667,0.789998933,157
40_50.bin.116.orig.fa,60_80.bin.187.orig.fa,1570864,12259,0.56904083,0.82215476,0.992196,2760547,1910667,0.822154776,157
50_60.bin.187.strict.fa,10_15.bin.128.orig.fa,1255098,8553,0.82706743,0.4586364,0.9931854,1517528,2736586,0.827067441,157
50_60.bin.187.strict.fa,15_20.bin.79.orig.fa,1631890,11094,0.753881,0.5963233,0.99320173,2164652,2736586,0.753880993,157
50_60.bin.187.strict.fa,20_30.bin.101.strict.fa,1383143,9680,0.8286734,0.50542647,0.99300146,1669105,2736586,0.828673451,157
50_60.bin.187.strict.fa,30_40.bin.130.strict.fa,1595607,10955,0.78556865,0.5830648,0.99313426,2031149,2736586,0.785568661,157
50_60.bin.187.strict.fa,40_50.bin.116.orig.fa,1550517,11748,0.8115056,0.5665881,0.9924232,1910667,2736586,0.811505616,157
50_60.bin.187.strict.fa,50_60.bin.187.strict.fa,2736199,90,0.99985856,0.99985856,0.9999671,2736586,2736586,0.999858583,157
50_60.bin.187.strict.fa,5_10.bin.105.orig.fa,1400376,9050,0.83911026,0.51172376,0.9935374,1668882,2736586,0.839110255,157
50_60.bin.187.strict.fa,60_80.bin.187.orig.fa,2677850,6229,0.97004324,0.9785368,0.99767387,2760547,2736586,0.978536761,157
5_10.bin.105.orig.fa,10_15.bin.128.orig.fa,1073082,6424,0.707125,0.6429945,0.9940135,1517528,1668882,0.707125009,157
5_10.bin.105.orig.fa,15_20.bin.79.orig.fa,1433963,8880,0.66244507,0.8592357,0.9938074,2164652,1668882,0.859235704,157
5_10.bin.105.orig.fa,20_30.bin.101.strict.fa,1232105,8386,0.738183,0.73828167,0.99319375,1669105,1668882,0.738281676,157
5_10.bin.105.orig.fa,30_40.bin.130.strict.fa,1365607,8737,0.6723323,0.8182765,0.9936021,2031149,1668882,0.818276547,157
5_10.bin.105.orig.fa,40_50.bin.116.orig.fa,1317665,9069,0.6896361,0.7895495,0.9931174,1910667,1668882,0.789549531,157
5_10.bin.105.orig.fa,50_60.bin.187.strict.fa,1400876,9131,0.51190645,0.8394098,0.99348193,2736586,1668882,0.839409856,157
5_10.bin.105.orig.fa,5_10.bin.105.orig.fa,1668687,0,0.9998832,0.9998832,1,1668882,1668882,0.999883155,157
5_10.bin.105.orig.fa,60_80.bin.187.orig.fa,1424413,9444,0.5159894,0.8535133,0.9933699,2760547,1668882,0.85351331,157
60_80.bin.187.orig.fa,10_15.bin.128.orig.fa,1270420,8464,0.8371641,0.46020588,0.99333763,1517528,2760547,0.837164125,157
60_80.bin.187.orig.fa,15_20.bin.79.orig.fa,1654748,11477,0.76444066,0.5994276,0.9930642,2164652,2760547,0.764440658,157
60_80.bin.187.orig.fa,20_30.bin.101.strict.fa,1400924,10221,0.83932644,0.50748056,0.9927041,1669105,2760547,0.839326465,157
60_80.bin.187.orig.fa,30_40.bin.130.strict.fa,1620137,11503,0.79764557,0.58688986,0.99289995,2031149,2760547,0.797645569,157
60_80.bin.187.orig.fa,40_50.bin.116.orig.fa,1571062,12292,0.8222584,0.5691126,0.992176,1910667,2760547,0.822258405,157
60_80.bin.187.orig.fa,50_60.bin.187.strict.fa,2677799,6233,0.9785181,0.97002476,0.9976723,2736586,2760547,0.978518124,157
60_80.bin.187.orig.fa,5_10.bin.105.orig.fa,1424057,9363,0.8533,0.51586044,0.99342513,1668882,2760547,0.853299994,157
60_80.bin.187.orig.fa,60_80.bin.187.orig.fa,2760147,0,0.9998551,0.9998551,1,2760547,2760547,0.999855101,157
10_15.bin.133.strict.fa,10_15.bin.133.strict.fa,2906291,70,0.99984586,0.99984586,0.9999759,2906739,2906739,0.999845875,96
10_15.bin.133.strict.fa,15_20.bin.104.strict.fa,2483695,37998,0.8095404,0.85446095,0.98470104,3068031,2906739,0.854460961,96
10_15.bin.133.strict.fa,20_30.bin.127.strict.fa,2271726,38619,0.8485262,0.78153765,0.98300016,2677261,2906739,0.848526162,96
10_15.bin.133.strict.fa,40_50.bin.106.permissive.fa,1591568,28080,0.7625001,0.5475442,0.982357,2087302,2906739,0.762500108,96
15_20.bin.104.strict.fa,10_15.bin.133.strict.fa,2480920,37586,0.85350627,0.8086359,0.98485,2906739,3068031,0.853506283,96
15_20.bin.104.strict.fa,15_20.bin.104.strict.fa,3067383,160,0.99978876,0.99978876,0.99994785,3068031,3068031,0.99978879,96
15_20.bin.104.strict.fa,20_30.bin.127.strict.fa,2234202,47352,0.8345103,0.72822016,0.97880584,2677261,3068031,0.834510345,96
15_20.bin.104.strict.fa,40_50.bin.106.permissive.fa,1609165,32617,0.7709306,0.52449435,0.9797305,2087302,3068031,0.770930608,96
20_30.bin.127.strict.fa,10_15.bin.133.strict.fa,2269801,38437,0.7808754,0.84780717,0.9830659,2906739,2677261,0.847807143,96
20_30.bin.127.strict.fa,15_20.bin.104.strict.fa,2233056,47256,0.7278466,0.8340823,0.97883797,3068031,2677261,0.834082295,96
20_30.bin.127.strict.fa,20_30.bin.127.strict.fa,2676693,100,0.99978787,0.99978787,0.9999626,2677261,2677261,0.999787843,96
20_30.bin.127.strict.fa,40_50.bin.106.permissive.fa,1451654,32885,0.6954691,0.5422161,0.97734654,2087302,2677261,0.695469079,96
